Name,Location,Locality,City,Cuisine,Rating,Votes,Cost
Delhi Salad Store,"Greater Kailash - 1, South Delhi", South Delhi,Delhi,"Health Food,  Juice,  Shakes",3.8,15,600
Tasim,"Rajouri Garden, West Delhi", West Delhi,Delhi,"Chinese,  Thai",4.2,15,1100
Malt-N-Brew,"Park Ascent Hotel,Sector 62, Noida", Noida,Noida,Finger Food,4.4,15,1200
Theos,"Cyber Hub,DLF Cyber City, Gurgaon", Gurgaon,Gurgaon,"Desserts,  Bakery and Confectionary,  Fast Food",4.3,15,900
Cafe Contigo,"Vashi, Navi Mumbai", Navi Mumbai,Mumbai,"Continental,  Asian,  Italian",4.4,15,900
Green Tadka,"Goregaon West, North Western", North Western,Mumbai,"North Indian,  Fast Food,  Chinese,  South Indian",3.6,15,700
K's Charcoal,"Borivali West, North Western", North Western,Mumbai,"Fast Food,  Pizza,  Italian",4,15,1000
Elementaria Bakery Cafe,"Lower Parel, South Mumbai", South Mumbai,Mumbai,"Desserts,  Fast Food",4.3,15,800
D Adda,"Ulhasnagar, Dombivali", Dombivali,Mumbai,"North Indian,  Italian,  Chinese",3.1,15,1500
South Parade,"The Chancery Hotel,Lavelle Road, Central Bangalore", Central Bangalore,Bangalore,"Continental,  North Indian,  Chinese",4.2,15,1200
Hatti Punjab Di,"Koramangala, South Bangalore", South Bangalore,Bangalore,"Chinese,  North Indian",3.3,15,700
Arabian Hot Spot,"Kalyan Nagar, North Bangalore", North Bangalore,Bangalore,"North Indian,  Arabian",4.1,15,800
Hebe's Cafe,"HSR Layout, South Bangalore", South Bangalore,Bangalore,"Italian,  Continental,  Fast Food",4.6,15,500
Chef Baker's,"Padmashri Arcade,HSR Layout, South Bangalore", South Bangalore,Bangalore,"Bakery and Confectionary,  Desserts,  Fast Food",3.9,15,600
Eat Retreat,"Sarjapur Road, South Bangalore", South Bangalore,Bangalore,North Indian,4.5,15,500
Imperio Restaurant,"Brookefields, East Bangalore", East Bangalore,Bangalore,"South Indian,  Biryani,  North Indian,  Seafood",3.9,15,700
Curly Cravings,"Kodambakkam, West Chennai", West Chennai,Chennai,"Chinese,  Italian,  Fast Food,  Shakes",4.5,15,500
Cafe Toastie Express,"Aminjikarai, North Chennai", North Chennai,Chennai,"Chinese,  Fast Food,  Pizza,  South Indian",3.9,15,600
Dindigul Thalappakatti,"Mogappair, West Chennai", West Chennai,Chennai,"Multi-Cuisine,  North Indian,  Chinese,  South Indian,  Biryani",4.1,15,700
Tosai,"East Coast Road, South Chennai", South Chennai,Chennai,"North Indian,  South Indian,  Chinese",4,15,500
The Old Madras Baking Company,"Manikonda, West Hyderabad", West Hyderabad,Hyderabad,"Fast Food,  Bakery and Confectionary,  Pizza",3.8,15,600
Myboli Maharashtrian Kitchen,"Paradigm SSS Square,Kondapur, West Hyderabad", West Hyderabad,Hyderabad,Maharashtrian,3.8,15,1000
Palanadu Ruchulu,"Gachibowli, West Hyderabad", West Hyderabad,Hyderabad,"North Indian,  Chinese,  South Indian,  Biryani",3.5,15,1100
Pune Baking Company,"JW Marriott Hotel,Senapati Bapat Road, West Pune", West Pune,Pune,"Bakery and Confectionary,  Coffee",4.2,15,600
Mayur Thali,"Camp, East Pune", East Pune,Pune,"Gujarati,  Rajasthani,  Street Food",3.9,15,500
The Cult - House,"Magarpatta City, East Pune", East Pune,Pune,"Multi-Cuisine,  Italian,  Continental,  Seafood,  Asian,  Finger Food",4.1,15,1900
Circle Of Crust,"Kondhwa, South Pune", South Pune,Pune,"Italian,  Pizza",3.9,15,900
Uddta Punjab Dhaba,"Salt Lake, East Kolkata", East Kolkata,Kolkata,"North Indian,  Mughlai",2.9,15,800
Deli Cravings,"Minto Park, South Kolkata", South Kolkata,Kolkata,"Fast Food,  Italian,  Continental,  Mexican,  Health Food",3.7,15,800
Zodiac,"Fortune Park Panchwati,Kona Expressway, Howrah", Howrah,Kolkata,"North Indian,  Chinese",4.1,15,900
Hotel Royal Height,"Behala, South Kolkata", South Kolkata,Kolkata,"Multi-Cuisine,  North Indian,  Chinese,  Continental,  Thai,  Japanese",4.2,15,1200
Noodle Oodle,"Garia, South Kolkata", South Kolkata,Kolkata,"Chinese,  Seafood",3.4,15,600
24 Carat Cafe,"Inder Residency,Ellis Bridge, Central Ahmedabad", Central Ahmedabad,Ahmedabad,"Fast Food,  North Indian",4,15,600
Cinnamon,"Hotel Suba Star,Bodakdev, West Ahmedabad", West Ahmedabad,Ahmedabad,"North Indian,  Oriental ,  Continental",3.7,15,800
Cafe Soul Square,"Bodakdev, West Ahmedabad", West Ahmedabad,Ahmedabad,"Multi-Cuisine,  Italian,  Chinese,  Continental,  Mexican,  Coffee",4.5,15,800
Zodiac,"Fortune Landmark Hotel,Ashram Road, Central Ahmedabad", Central Ahmedabad,Ahmedabad,"North Indian,  Continental,  Mughlai",4.6,15,1900
Dana Panee,"Sarkhej, West Ahmedabad", West Ahmedabad,Ahmedabad,"North Indian,  Chinese,  Seafood",3.7,15,800
Aroma,"Crowne Plaza,Satellite, West Ahmedabad", West Ahmedabad,Ahmedabad,"North Indian,  Continental,  Desserts,  Indian Cuisine",4.4,15,1200
Aura - All Day Dining,"Courtyard by Marriott,Bodakdev, West Ahmedabad", West Ahmedabad,Ahmedabad,"North Indian,  Asian,  Italian,  Continental,  South Indian,  Desserts",3.9,15,2100
D'tallii Egg,"Celebration City Centre,Bopal, West Ahmedabad", West Ahmedabad,Ahmedabad,"Fast Food,  Health Food,  Chinese",4.6,15,500
Pomo's Pizza,"Town Plaza,Nikol, East Ahmedabad", East Ahmedabad,Ahmedabad,"Italian,  Pizza",2.7,15,600
Caffe Tonino,"Sector 8, East Chandigarh", East Chandigarh,Chandigarh,Italian,4.5,15,1600
Arista 24 x 7,"Kharar road, Mohali", Mohali,Chandigarh,"North Indian,  Chinese,  Oriental ",3.2,15,1000
Captain Sam's,"Hollywood Plaza,VIP Road, Zirakpur", Zirakpur,Chandigarh,"Pizza,  Italian,  Fast Food",3.9,15,700
Cafe-et-cetera,"Panjim, North Goa", North Goa,Goa,"North Indian,  Chinese,  Continental",3.8,15,800
Soi,"Candolim, North Goa", North Goa,Goa,"Goan,  Seafood",4.3,15,1500
Love Fine Dining,"The Park,Calangute, North Goa", North Goa,Goa,"Multi-Cuisine,  North Indian,  Italian,  Seafood,  Goan",4.3,15,1800
5th Alley,"5 by OYO - Metropolitan,Bais Godam, Central Jaipur", Central Jaipur,Jaipur,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Thai,  World Cuisine,  Desserts",4.1,15,1800
14 Tables,"Mirza Ismail Road, West Jaipur", West Jaipur,Jaipur,"North Indian,  Continental",4.6,15,1700
Dal Bati Churma,"Bani Park, Central Jaipur", Central Jaipur,Jaipur,"North Indian,  Rajasthani",4.1,15,400
Marky Momos,"Raja Park, East Jaipur", East Jaipur,Jaipur,"Fast Food,  Chinese",4,15,600
Brown Sugar Bistro,"Vidhyadhar Nagar, North Jaipur", North Jaipur,Jaipur,"North Indian,  Italian,  Fast Food,  Drinks",4.3,15,900
The Cherry Tree Cafe,"Aliganj, North Lucknow", North Lucknow,Lucknow,"North Indian,  Italian,  Chinese,  Fast Food",4.4,15,1500
Vegtawa Restaurant,"Sudama Nagar, South Indore", South Indore,Indore,"North Indian,  Chinese",3.9,15,700
Koffee King,"Snehnagar, East Indore", East Indore,Indore,"Fast Food,  Coffee,  Desserts,  Ice Cream",3.8,15,400
Tea Diaries,"YN Road, Central Indore", Central Indore,Indore,Fast Food,1.6,15,500
Bella Pizzeria,"Old Palasia, Central Indore", Central Indore,Indore,"Italian,  Fast Food",3.6,15,800
Singh Sahab,"Navneet Tower,Old Palasia, Central Indore", Central Indore,Indore,"North Indian,  Chinese",3.8,15,800
Veg Bites,"Old Palasia, Central Indore", Central Indore,Indore,"Fast Food,  Chinese",4.3,15,600
GFC - The Great Food Company,"Indore By Pass Road, East Indore", East Indore,Indore,"North Indian,  Chinese",4.5,15,1000
Rootage Bar,"Nada Khada, Central Udaipur", Central Udaipur,Udaipur,Finger Food,4.4,15,900
Traditional Khana,"Panchwati, Central Udaipur", Central Udaipur,Udaipur,Rajasthani,4.7,15,1000
Burger 27,"Sanjay Place, Central Agra", Central Agra,Agra,Fast Food,4.5,15,800
Amaya,"The Fern Residency,Sayajiganj, Central Vadodara", Central Vadodara,Vadodara,"North Indian,  Fast Food",3.9,15,900
Wooddy Jhone’s Pizza,"New Sama, North Vadodara", North Vadodara,Vadodara,"Pizza,  Italian",3.6,15,500
William John's Pizza,"Manjalpur, South Vadodara", South Vadodara,Vadodara,"Fast Food,  Pizza",4.3,15,500
Spice It,"MG Road, North Kochi", North Kochi,Kochi,"Continental,  North Eastern,  Asian",3.3,15,800
Sky Altitude,"Vesu, South Surat", South Surat,Surat,"North Indian,  Italian,  Chinese",4,15,600
Masala Mania,"Vesu, South Surat", South Surat,Surat,"Chinese,  Fast Food,  Italian",3.9,15,1500
Captain Egg,"Utran, North Surat", North Surat,Surat,"Fast Food,  Health Food",4.4,15,300
Salsa Spice And Grill,"BRS Nagar, West Ludhiana", West Ludhiana,Ludhiana,"North Indian,  Fast Food,  Chinese",3.5,15,1000
The Chai Story,"DLF South Square Mall,Sarojini Nagar, South Delhi", South Delhi,Delhi,"Fast Food,  Tea",3,14,400
Kake Da Hotel,"Model Town 1, North Delhi", North Delhi,Delhi,North Indian,3.8,14,1000
Saleem's Fine Dine,"Kailash Colony, South Delhi", South Delhi,Delhi,"Mughlai,  North Indian,  Chinese",4.4,14,1400
Taco Bell,"Gourmet Hub,Paschim Vihar, West Delhi", West Delhi,Delhi,"Mexican,  Tex Mex",3.9,14,500
Dramz Brasserie,"Mehrauli, South Delhi", South Delhi,Delhi,Italian,3.5,14,1200
Roasted By Roseate,"Vasant Kunj, South Delhi", South Delhi,Delhi,"Desserts,  Fast Food,  Tea",4.4,14,1500
Savannah Bar,"Radisson Blu Plaza,Mahipalpur, South Delhi", South Delhi,Delhi,Finger Food,4.3,14,2500
Auntie Fung's,"DLF Galleria Market,DLF Phase - 4, Gurgaon", Gurgaon,Gurgaon,Asian,4.8,14,900
Minnie's Kitchen,"Sector 79, Faridabad", Faridabad,Noida,"North Indian,  Chinese,  Fast Food",3.8,14,400
Zaika 7,"Sector 11, Faridabad", Faridabad,Noida,"North Indian,  Chinese",4.2,14,700
Sagar Ratna,"Omaxe City Centre,Omega 1, NCR Greater Noida", NCR Greater Noida,Noida,"South Indian,  North Indian,  Chinese",4.2,14,900
AK's Bar,"Karma Lakelands,Sector 83, Gurgaon", Gurgaon,Gurgaon,"Continental,  Asian,  North Indian",4.3,14,2200
Kakori House,"Sakinaka, Andheri East", Andheri East,Mumbai,"Mughlai,  Awadhi",4,14,1500
Bling by The Hill Green,"Eastern Business District,Bhandup West, Central Suburbs", Central Suburbs,Mumbai,"Multi-Cuisine,  North Indian,  Italian,  Mexican",4,14,1600
Pokket Cafe,"Kandivali East, North Western", North Western,Mumbai,"Fast Food,  Italian,  Chinese",4.2,14,600
Social,"Mathuradas Mills Compound,Lower Parel, South Mumbai", South Mumbai,Mumbai,"North Indian,  Continental,  Finger Food,  American,  Asian",3.8,14,2000
Velvet Garden,"Ghodbunder Road, Thane", Thane,Mumbai,"North Indian,  Chinese,  Seafood",3.4,14,1500
Easyhuman Cafe,"Park House,Colaba, South Mumbai", South Mumbai,Mumbai,"North Indian,  Desserts,  Health Food",4,14,1200
Tandoori Wok,"Shanti Nagar, Central Bangalore", Central Bangalore,Bangalore,"North Indian,  Chinese,  Hyderabadi,  Biryani",4.2,14,400
Khan Saheb Grills and Rolls,"Jayanagar, South Bangalore", South Bangalore,Bangalore,"North Indian,  Fast Food",4,14,600
Thanco's Natural Ice Cream,"Magadi Road, West Bangalore", West Bangalore,Bangalore,"Ice Cream,  Desserts",4.6,14,400
Pappu Da Dhaba,"Jayanagar, South Bangalore", South Bangalore,Bangalore,"North Indian,  Chinese",4,14,500
Mani's Dum Biryani,"JP Nagar, South Bangalore", South Bangalore,Bangalore,Biryani,4.8,14,700
Park Street Restaurant,"Hebbal, North Bangalore", North Bangalore,Bangalore,"Bengali,  North Indian",4,14,500
Chiller's Nation,"The Iris Inn Hotel,Mahadevapura, East Bangalore", East Bangalore,Bangalore,"North Indian,  Chinese,  Continental",3.4,14,1500
Cafe Nosh,"Sahakara Nagar, North Bangalore", North Bangalore,Bangalore,"Continental,  Coffee",4.1,14,700
Thanco's Natural Ice Cream,"Royal Placid,HSR Layout, South Bangalore", South Bangalore,Bangalore,"Ice Cream,  Desserts",3.8,14,400
Chef Baker's,"Soul Space Arena,Marathahalli, East Bangalore", East Bangalore,Bangalore,"Bakery and Confectionary,  Desserts,  Fast Food",4.1,14,600
Shanghai Court,"Apple City,Whitefield, East Bangalore", East Bangalore,Bangalore,"Chinese,  Thai,  Seafood",4.5,14,700
EST,"Hilton Chennai,Guindy, South Chennai", South Chennai,Chennai,"Continental,  Desserts,  Bakery and Confectionary",4,14,1500
Flavours,"V7 Hotel,Porur, West Chennai", West Chennai,Chennai,"Multi-Cuisine,  North Indian,  Chinese,  South Indian",4.3,14,1500
Topi Vappa Biriyani,"Madipakkam, South West Chennai", South West Chennai,Chennai,"Chinese,  Biryani,  Arabian",3.5,14,400
Cream Stone,"Banjara Hills, Central East Hyderabad", Central East Hyderabad,Hyderabad,"Desserts,  Ice Cream,  Shakes",4.1,14,400
Apsara Ice Creams,"Begumpet, Secunderabad", Secunderabad,Hyderabad,"Ice Cream,  Desserts",4,14,300
Oye Pizza,"Abids, Central Hyderabad", Central Hyderabad,Hyderabad,"Fast Food,  Pizza",4.1,14,500
N Grand,"Karkhana, Secunderabad", Secunderabad,Hyderabad,"North Indian,  Andhra,  Chinese",3.4,14,900
Istanbul,"Sami Complex,Jubilee Hills, Central West Hyderabad", Central West Hyderabad,Hyderabad,Middle Eastern,4.4,14,300
Cream Stone,"Bullet King Commercial Complex,Hitech City, West Hyderabad", West Hyderabad,Hyderabad,"Desserts,  Ice Cream,  Shakes",4.3,14,400
DOF Cafe,"Prithvi Complex,Habsiguda, East Hyderabad", East Hyderabad,Hyderabad,"Continental,  Oriental ",4,14,500
Caffe Ritazza,"Sarath City Capital Mall,Kondapur, West Hyderabad", West Hyderabad,Hyderabad,"Fast Food,  Italian",4.6,14,1300
Amaravathi Family Restaurant,"Pragathi Nagar, West Hyderabad", West Hyderabad,Hyderabad,"North Indian,  Chinese",4.6,14,800
Theth Masala,"Lingampally, West Hyderabad", West Hyderabad,Hyderabad,"Multi-Cuisine,  North Indian,  Chinese,  Continental,  Seafood",4.2,14,1200
Akss - India Reimagined,"Bund Garden Road, East Pune", East Pune,Pune,"North Indian,  Modern Indian",4.3,14,1000
Easy - Blue Diamond,"Vivanta By Taj - Blue Diamond,Koregaon Park, East Pune", East Pune,Pune,"Finger Food,  Continental",4.3,14,3200
Drunken Monkey,"Seasons Mall,Magarpatta City, East Pune", East Pune,Pune,"Shakes,  Juice",4.6,14,600
